1964,253.0
1965,283.0
1966,193.0
1967,210.0
1968,258.0
1969,251.0
1970,270.0
1971,284.0
1972,296.0
1973,254.0
1974,242.0
1975,298.0
1976,349.0
1977,282.0
1978,284.0
1979,234.0
1980,258.0
1981,224.0
1982,217.0
1983,297.0
1984,225.0
1985,280.0
1986,277.0
1987,273.0
1988,251.0
1989,262.0
1990,279.0
1991,236.0
1992,303.0
1993,256.0
1994,290.0
1995,360.0
1996,313.0
1997,237.0
1998,200.0
1999,236.0
2000,221.0
2001,183.0
2002,181.0
2003,205.0
2004,207.0
2005,221.0
2006,214.0
2007,197.0
